summary,aspect,explain,answer,score,mean_score,gt_score
"['everton manager roberto martinez was forced to defend another penalty fiasco at the club after ross barkley missed from the spot in their 1 - 0 win against burnley at goodison park . the untried barkley inexplicably took the 10th minute kick – awarded for a foul by david jones on aaron lennon – rather than leighton baines , who has scored 15 penalties from 16 attempts in the premier league . martinez insisted barkley was within his rights to request penalty - taking duties on saturday .', 'everton manager roberto martinez was forced to defend another penalty fiasco at the club after ross barkley missed from the spot in their 1 - 0 win against burnley at goodison park . the untried barkley inexplicably took the 10th minute kick – awarded for a foul by david jones on aaron lennon – rather than leighton baines , who has scored 15 penalties from 16 attempts in the premier league . martinez insisted barkley was within his rights to request penalty - taking duties on saturday .', 'everton manager roberto martinez was forced to defend another penalty fiasco at the club after ross barkley missed from the spot in their 1 - 0 win against burnley at goodison park . the untried barkley inexplicably took the 10th minute kick – awarded for a foul by david jones on aaron lennon – rather than leighton baines , who has scored 15 penalties from 16 attempts in the premier league . martinez insisted barkley was within his rights to request penalty - taking duties on saturday .']","['1. Everton manager Roberto Martinez defended Ross Barkley after the penalty miss in their 1-0 win against Burnley.', '2. Barkley took the 10th-minute kick despite Leighton Baines being on the pitch.', ""3. Martinez praised Barkley's responsibility and Baines' flexibility.""]","['Everton manager Roberto Martinez defended Ross Barkley following the penalty miss in a 1-0 win against Burnley, stating that Barkley was within his rights to take the penalty.', 'The aspect highlights the unusual situation where Ross Barkley took the penalty despite Leighton Baines being on the pitch, which raised questions about the decision-making on the team at the time.', ""Martinez praised Barkley's responsibility and Baines' flexibility, as he stated that Barkley demonstrated his role in decision-making and Baines adaptability in handling various duties.""]","['Yes', 'Yes, the summary does contain the context of this sentence. It highlights the situation where Barkley took the penalty kick instead of Baines, which led to questions about the decision-making process on the team.', ""Yes, the summary does contain the context of this sentence. Martinez's praise for Barkley and Baines' roles and adaptability are presented in the summary.""]","[4, 4, 4]",4.0,4.75
"[""the classic video game `` space invaders '' was developed in japan back in the late 1970 . luckily , japanese can sleep soundly in their beds tonight as the government 's top military official revealed that the country 's air self defense force had never encountered an extraterrestrial unidentified flying object ."", ""the classic video game `` space invaders '' was developed in japan back in the late 1970 . luckily , japanese can sleep soundly in their beds tonight as the government 's top military official revealed that the country 's air self defense force had never encountered an extraterrestrial unidentified flying object ."", ""the classic video game `` space invaders '' was developed in japan back in the late 1970 . luckily , japanese can sleep soundly in their beds tonight as the government 's top military official revealed that the country 's air self defense force had never encountered an extraterrestrial unidentified flying object .""]","[""1. Japan's Defense Minister confirms ASDF never encountered extraterrestrial UFOs."", '2. Japanese politician Inoki asks about extraterrestrial threats, Nakatani responds with no aircraft scramble for UFOs and no research on alien visitors.', '3. Politicians discuss legal implications of alien invasion under pacifist constitution.']","[""Japan's Defense Minister confirms no extraterrestrial UFO sightings by the ASDF, providing reassurance to the public that they can sleep soundly."", 'Japanese politician Inoki asks about extraterrestrial threats, Nakatani responds with no aircraft scramble for UFOs and no research on alien visitors, indicating the absence of notable encounters or investigations on potential extraterrestrial activities in the country.', ""Politicians discussing the legal and constitutional implications of potential alien invasion in Japan, considering the country's pacifist constitution.""]","['Yes, the summary contains the context of this sentence.', 'Yes, the summary contains the context of the sentence, as it discusses Inoki asking about extraterrestrial threats and Nakatani responding with details about the absence of aircraft scramble for UFOs and research on alien visitors. This information indicates the lack of notable encounters or investigations on potential extraterrestrial activities in Japan.', 'No, the summary does not contain the context of the given sentence.']","[4, 4, 1]",3.0,4.1666666667
"[""bob katter said the government believes mr gordon would quit after he was recently accused of domestic violence . mr katter , federal mp for kennedy , is of lebanese descent . he said he 's been personally subjected to racist attitudes from both major parties in the past , and that he sympathised with mr gordon 's position ."", ""bob katter said the government believes mr gordon would quit after he was recently accused of domestic violence . mr katter , federal mp for kennedy , is of lebanese descent . he said he 's been personally subjected to racist attitudes from both major parties in the past , and that he sympathised with mr gordon 's position ."", ""bob katter said the government believes mr gordon would quit after he was recently accused of domestic violence . mr katter , federal mp for kennedy , is of lebanese descent . he said he 's been personally subjected to racist attitudes from both major parties in the past , and that he sympathised with mr gordon 's position .""]","['1. Bob Katter accuses Queensland Government of believing Billy Gordon is ""a little black puppet on a string"" and sympathizes with Gordon\'s situation.', '2. Katter criticized the assumption that Gordon would resign due to domestic violence allegations and believes the Government was unreasonable.', '3. Katter defends his use of the term ""black puppet"" and clarifies his intention behind it, emphasizing his understanding of racial overtones.']","[""Bob Katter accuses the Queensland Government of stereotyping Billy Gordon based on his ethnicity and sympathizes with Gordon's situation, possibly implying that politics has influenced the prejudiced perception towards Gordon."", ""Bob Katter criticizes the assumption that Gordon would resign due to domestic violence allegations and thinks the government's behavior was unreasonable, as he has himself experienced racist attitudes from both major parties in the past."", 'Katter defends his usage of the term ""black puppet"" and clarifies his intentions behind it, demonstrating his understanding of racial undertones.']","['No, the summary does not contain the context of this sentence.', 'Yes', 'Yes, the summary does mention Katter\'s term ""black puppet"" in the context of racial undertones.']","[1, 4, 4]",3.0,4.583333333325
"[""A North Pacific gray whale completes the longest migration of a mammal ever recorded . The whale , named Varvara , swam nearly 14,000 miles -LRB- 22,500 kilometers -RRB- She left her primary feeding ground off Russia 's Sakhalin Island to cross the Pacific Ocean ."", ""A North Pacific gray whale completes the longest migration of a mammal ever recorded . The whale , named Varvara , swam nearly 14,000 miles -LRB- 22,500 kilometers -RRB- She left her primary feeding ground off Russia 's Sakhalin Island to cross the Pacific Ocean ."", ""A North Pacific gray whale completes the longest migration of a mammal ever recorded . The whale , named Varvara , swam nearly 14,000 miles -LRB- 22,500 kilometers -RRB- She left her primary feeding ground off Russia 's Sakhalin Island to cross the Pacific Ocean .""]","['1. A North Pacific gray whale named Varvara completed the longest migration ever recorded, traveling nearly 14,000 miles.', ""2. Varvara's journey surpassed a Guinness World Records humpback whale's swimming distance, suggesting the whale could be from a different species."", ""3. Varvara's immense trip may indicate that some western gray whales are actually eastern grays, with only a small number of western grays in existence.""]","['A North Pacific gray whale named Varvara made the longest migration on record, covering approximately 14,000 miles, demonstrating exceptional feats of long-distance travel in the animal kingdom.', ""The journey of Varvara, the North Pacific gray whale, surpassed a previous whale's Guinness World Records swimming distance, indicating that Varvara might belong to a different species."", 'The long journey of Varvara might suggest that there are more eastern gray whales than previously thought, with only a small population of western gray whales remaining.']","['Yes, the summary contains the context of the given sentence.', 'Yes, the summary contains the context of this sentence.', 'Yes, the summary contains the context of the sentence.']","[4, 4, 4]",4.0,4.666666666675
"['mesut ozil posted a picture on twitter relaxing with his dog . the german star was in fine form as the world cup winners beat georgia 2-0 in their euro 2016 qualifier on sunday . ozil impressed on international duty as germany beat gerogia 2-0 in a euro 2016 qualifier on sunday .', 'mesut ozil posted a picture on twitter relaxing with his dog . the german star was in fine form as the world cup winners beat georgia 2-0 in their euro 2016 qualifier on sunday . ozil impressed on international duty as germany beat gerogia 2-0 in a euro 2016 qualifier on sunday .', 'mesut ozil posted a picture on twitter relaxing with his dog . the german star was in fine form as the world cup winners beat georgia 2-0 in their euro 2016 qualifier on sunday . ozil impressed on international duty as germany beat gerogia 2-0 in a euro 2016 qualifier on sunday .']","['1. Mesut Ozil enjoys home comforts in London after international break, posting a picture with his dog.', ""2. Ozil impresses in Germany's 2-0 victory over Georgia, focusing on upcoming Premier League match against Liverpool."", '3. Ozil adjusting well to English football, claiming he fits in perfectly with the demanding schedule.']","[""Mesut Ozil enjoys a relaxing time at home in London with his dog, after an intense international break from Germany's tournaments."", ""Mesut Ozil shines in Germany's 2-0 win over Georgia, but his focus remains on the upcoming Premier League match against Liverpool."", 'Ozil is adapting well to the demanding English football and feels he blends in perfectly with the rigorous calendar.']","['Yes, the summary contains the context of this sentence.', 'Yes.', ""No, the summary does not contain the context of this sentence in its entirety, as it primarily focuses on Ozil's relaxation with his dog and the recent football match against Georgia.""]","[4, 4, 2]",3.3333333333333335,4.083333333325
"['Two passengers found dead on a cruise ship in Puerto Rico appear to have died in a murder-suicide, the cruise line said. UPDATE: Holland America said the two passengers were found dead in their stateroom, but did not provide details. The ship left Tampa, Florida, on March 29 on a 14-day Southern Caribbean cruise.', 'Two passengers found dead on a cruise ship in Puerto Rico appear to have died in a murder-suicide, the cruise line said. UPDATE: Holland America said the two passengers were found dead in their stateroom, but did not provide details. The ship left Tampa, Florida, on March 29 on a 14-day Southern Caribbean cruise.', 'Two passengers found dead on a cruise ship in Puerto Rico appear to have died in a murder-suicide, the cruise line said. UPDATE: Holland America said the two passengers were found dead in their stateroom, but did not provide details. The ship left Tampa, Florida, on March 29 on a 14-day Southern Caribbean cruise.']","['1. Passengers found dead in a cruise ship in Puerto Rico; ', '2. Cruise line suspects murder-suicide; ', '3. FBI investigating in cooperation with Holland America Line.']","['In the cruise ship incident in Puerto Rico, two passengers were found dead, and it is now believed to be a possible murder-suicide, as per the cruise line. The ship departed from Tampa, Florida on a 14-day Southern Caribbean cruise on March 29th.', 'The cruise line suspects that the deaths of the two passengers, found dead on a ship in Puerto Rico, might be a case of murder-suicide.', 'The FBI is involved in the investigation regarding the deaths on the cruise ship, which occurred during a 14-day Southern Caribbean cruise that left Tampa, Florida.']","['Yes, the summary contains the context of the sentence.', 'Yes, the summary contains the context of this sentence.', 'Yes, the summary mentions the involvement of the FBI in the investigation and the cruise details.']","[4, 4, 4]",4.0,3.83333333335
"[""United's win over Liverpool was their first league win since the 3-0 win over Leicester on March 31 City's win over West Ham was their first league win since the 3-0 win over Chelsea on March 31 Manchester City's win over West Ham was their first league win since the 3-0 win over Chelsea on March 31 Manuel Pellegrini's side are top of the Premier League table, four points clear of Chelsea, who have a game"", ""United's win over Liverpool was their first league win since the 3-0 win over Leicester on March 31 City's win over West Ham was their first league win since the 3-0 win over Chelsea on March 31 Manchester City's win over West Ham was their first league win since the 3-0 win over Chelsea on March 31 Manuel Pellegrini's side are top of the Premier League table, four points clear of Chelsea, who have a game"", ""United's win over Liverpool was their first league win since the 3-0 win over Leicester on March 31 City's win over West Ham was their first league win since the 3-0 win over Chelsea on March 31 Manchester City's win over West Ham was their first league win since the 3-0 win over Chelsea on March 31 Manuel Pellegrini's side are top of the Premier League table, four points clear of Chelsea, who have a game""]","['1. Referee Mark Clattenburg to officiate Manchester derby, despite sending off players from both United and City this season.', ""2. Clattenburg's alleged favouring of United players is noted, but he has also sent off two City players."", ""3. Manchester derby's importance in deciding second place behind Chelsea, with United's recent success and Clattenburg's appointment as referee.""]","['Referee Mark Clattenburg will be in charge of the Manchester derby, although he has shown red cards to players from both United and City throughout the current season.', 'Clattenburg has received criticism for allegedly favoring United players, but he has sent off two City players as well.', ""Manchester derby's significance in determining the second position behind Chelsea, considering United's latest triumph and Clattenburg's appointment as referee.""]","[""No, the summary doesn't contain the context presented in the aspect."", 'No, the summary does not reflect the context of the given sentence.', ""No, the summary does not contain the context of the sentence. The context should be: Manchester derby's importance in deciding second place behind Chelsea, with United's recent success and Clattenburg's appointment as referee.""]","[1, 1, 1]",1.0,1.3333333333
"[""becky schoenig of st. louis , missouri was shocked when she realized her brand new 2015 ford fusion had been stolen from her driveway on monday night , just a little over a month after she took the car home . schoenig was shocked to learn that police had found her car after receiving a tip from a man who recognized the vehicle as schoenig 's and would be returning it to her . the brand new 2015 ford fusion had been stolen from her driveway monday ."", ""becky schoenig of st. louis , missouri was shocked when she realized her brand new 2015 ford fusion had been stolen from her driveway on monday night , just a little over a month after she took the car home . schoenig was shocked to learn that police had found her car after receiving a tip from a man who recognized the vehicle as schoenig 's and would be returning it to her . the brand new 2015 ford fusion had been stolen from her driveway monday ."", ""becky schoenig of st. louis , missouri was shocked when she realized her brand new 2015 ford fusion had been stolen from her driveway on monday night , just a little over a month after she took the car home . schoenig was shocked to learn that police had found her car after receiving a tip from a man who recognized the vehicle as schoenig 's and would be returning it to her . the brand new 2015 ford fusion had been stolen from her driveway monday .""]","[""1. Becky Schoenig's car was stolen, found with new modifications."", '2. Schoenig expressed gratitude for the modifications, will clean the car and name a smoothie after the person who helped her.', '3. Schoenig is a special person who loves making others laugh.']","[""Becky Schoenig's stolen 2015 Ford Fusion was found with new modifications after she reported it missing."", 'Schoenig is thankful for the car modifications and dedication of the person who found her stolen car, so she plans to clean the car and name a smoothie after them as a token of her appreciation.', 'Schoenig is a fun-loving person who enjoys making others laugh.']","['No, the given summary does not contain the context mentioned in the aspect.', 'No, the context does not include this sentence.', 'No, the summary does not contain that context.']","[1, 1, 1]",1.0,4.25
"[""sir bradley wiggins will bid for cycling 's hour record on june 7 at london 's olympic velodrome . the four-time olympic champion and 2012 tour de france winner , who is 35 on april 28 , will attempt to add to his accomplishments by riding the furthest distance in 60 minutes at the lee valley velopark . wiggins will hope to race in front of a sell-out crowd at london 's olympic velodrome .""]","[""1. Sir Bradley Wiggins will attempt cycling's hour record at London's Olympic Velodrome on June 7. 2. Wiggins, a four-time Olympic champion, is known for his significant achievements in cycling and other sports. 3. The world time-trial champion is aiming to break the current record of 52.491km and inspire others to challenge themselves.""]","[""Sir Bradley Wiggins, a world-renowned cyclist, will attempt to break the cycling hour record at London's Olympic Velodrome on June 7. With his impressive track record in cycling and other sports, Wiggins is looking to surpass the current record of 52.491km and inspire others to challenge themselves.""]","[""Yes, the summary contains the context of the given sentence.\n\nDo you REALLY think the aspect should be summarized separately? Yes, the aspect should be summarized separately so we can understand the main points of Sir Bradley Wiggins' attempt at cycling's hour record. In this case, the aspect highlights Wiggins' accomplishments, the nature of his attempt at the cycling hour record, and his goal of inspiring others.""]",[4],4.0,4.333333333325
"['Serena Williams beat Sara Errani 4-6 7-6 -LRB- 3 -RRB- 6-3 in the Fed Cup play-off . The US were beaten 3-2 as Williams and Alison Riske were thrashed in the doubles rubber . The doubles defeat saw the US relegated to World Group II .', 'Serena Williams beat Sara Errani 4-6 7-6 -LRB- 3 -RRB- 6-3 in the Fed Cup play-off . The US were beaten 3-2 as Williams and Alison Riske were thrashed in the doubles rubber . The doubles defeat saw the US relegated to World Group II .', 'Serena Williams beat Sara Errani 4-6 7-6 -LRB- 3 -RRB- 6-3 in the Fed Cup play-off . The US were beaten 3-2 as Williams and Alison Riske were thrashed in the doubles rubber . The doubles defeat saw the US relegated to World Group II .']","['1. Serena Williams struggled to beat Sara Errani in Fed Cup, admitting an ""eye-opening"" experience.', '2. Williams eventually won 4-6 7-6(3) 6-3 but lost in doubles rubber with Alison Riske.', '3. American captain Mary Joe Fernandez believes they need to work harder to get back to the elite nations next year.']","['Serena Williams faced a challenging match against Sara Errani in Fed Cup, ultimately winning 4-6, 7-6, 6-3 but admitting it was an ""eye-opening"" experience. This indicates that despite her high-level skill, she was unable to dominate in this particular encounter, possibly due to factors like Errani\'s strong play or Serena having an off-day.', ""Serena Williams lost the doubles rubber with Alison Riske, but she still managed to win her singles match with a score of 4-6 7-6(3) 6-3, ultimately contributing to the US team's overall defeat."", 'American captain Mary Joe Fernandez believes they need to put more effort into practice and team work in order to get back to the competitive top-tier countries next year.']","['Yes, the summary contains the context of the sentence mentioned.', 'No, the summary does not contain the mentioned context in the given sentence.\n\nHowever, I can point out specific keywords and phrases that may link the summary to the aspect:\n- Serena Williams\' singles match win (score 4-6 7-6(3) 6-3)\n- US team\'s overall defeat\n\nBased on these keywords, one can infer that Serena Williams\' win in her singles match might be an important factor that contributed to the overall defeat of the US team, although a direct connection cannot be found in the summary provided.\n\nAltering the summary to better include the aspect context: ""Serena Williams emerged victorious in her singles match against Sara Errani with a score of 4-6 7-6(3) 6-3, but she and Alison Riske were beaten in the doubles rubber, resulting in the US being relegated to World Group II.""\n\nNow, the summary captures the key information from both the aspect and the given context.', 'No, the summary does not contain the context of the sentence.']","[4, 3, 1]",2.6666666666666665,5.0
"[""priscilla presley will serve as a witness at the first wedding to be held at an all - new chapel of love in las vegas . the 69 - year - old collaborated with nbc 's today show to launch a contest for one elvis - obsessed couple to win the ' ultimate wedding ' . the winning duo - announced next monday - will tie the knot at elvis presley 's graceland wedding chapel inside the westgate hotel on thursday , april 23 ."", ""priscilla presley will serve as a witness at the first wedding to be held at an all - new chapel of love in las vegas . the 69 - year - old collaborated with nbc 's today show to launch a contest for one elvis - obsessed couple to win the ' ultimate wedding ' . the winning duo - announced next monday - will tie the knot at elvis presley 's graceland wedding chapel inside the westgate hotel on thursday , april 23 ."", ""priscilla presley will serve as a witness at the first wedding to be held at an all - new chapel of love in las vegas . the 69 - year - old collaborated with nbc 's today show to launch a contest for one elvis - obsessed couple to win the ' ultimate wedding ' . the winning duo - announced next monday - will tie the knot at elvis presley 's graceland wedding chapel inside the westgate hotel on thursday , april 23 .""]","['1. Priscilla Presley witnesses first wedding at new chapel of love in Las Vegas.', ""2. Elvis-obsessed couple wins 'ultimate wedding' at Graceland Wedding Chapel."", ""3. Chapel features Elvis's artifacts and designed by Priscilla Presley.""]","['Priscilla Presley participates in the first wedding ceremony at a new chapel in Las Vegas, which is a partnership with the Today Show for an Elvis-themed contest that provides the winners with an exclusive ""Ultimate Wedding"" experience at Elvis Presley\'s Graceland Wedding Chapel at Westgate Hotel on April 23rd.', ""An Elvis-loving couple wins a competition to have their dream wedding at Graceland Wedding Chapel, which was launched by Priscilla Presley in collaboration with the Today show. The wedding will take place on April 23rd at Elvis Presley's Graceland Wedding Chapel at the Westgate Hotel."", 'The aspect states that the chapel, in which the contest winners will get married, was designed by Priscilla Presley and features artifacts related to Elvis Presley.']","['Yes, the summary contains the context of that specific sentence.', 'Yes, the summary contains the context of this sentence.', '\nYes, the context of the sentence is present in the summary.']","[4, 4, 4]",4.0,4.75
"[""liverpool manager brendan rodgers has reminded raheem sterling and jordon ibe about their professional responsibilities . sterling , the england international who will lead liverpool 's line at wembley on sunday in the absence of the injured daniel sturridge , was exposed for inhaling the legal high nitrous oxide on monday . then 24 hours pictures emerged of sterling and ibe with shisha pipes . rodgers would not discuss whether he would give gerrard available after a three-match suspension ."", ""liverpool manager brendan rodgers has reminded raheem sterling and jordon ibe about their professional responsibilities . sterling , the england international who will lead liverpool 's line at wembley on sunday in the absence of the injured daniel sturridge , was exposed for inhaling the legal high nitrous oxide on monday . then 24 hours pictures emerged of sterling and ibe with shisha pipes . rodgers would not discuss whether he would give gerrard available after a three-match suspension ."", ""liverpool manager brendan rodgers has reminded raheem sterling and jordon ibe about their professional responsibilities . sterling , the england international who will lead liverpool 's line at wembley on sunday in the absence of the injured daniel sturridge , was exposed for inhaling the legal high nitrous oxide on monday . then 24 hours pictures emerged of sterling and ibe with shisha pipes . rodgers would not discuss whether he would give gerrard available after a three-match suspension .""]","['1. Rodgers reminds Sterling and Ibe of professional responsibilities, emphasizing the importance of understanding their role as elite sportspersons.', ""2. Rodgers wants to draw a line under the matter and focus on their progress, citing their recent setbacks in the title race and last year's Capital One Cup."", '3. Rodgers believes that losing is a part of the journey, and encourages his team to learn from their experiences and improve.']","['Rodgers emphasizes the importance of being professional and understanding their role as elite sportspersons for players Liverpool Sterling and Ibe, who have faced incidents involving legal highs and shisha pipes, despite Sterling replacing injured Daniel Sturridge for the Wembley match.', ""In the given aspect, Rodgers aims to move past Sterling and Ibe's alleged misconduct and instead focus on their team's progress in overcoming recent setbacks in the title race and last year's Capital One Cup."", 'Rodgers emphasizes that setbacks are a natural part of improvement and growth, encouraging his team to learn from their experiences and move forward.']","['Yes, the summary does contain the context of this sentence.', 'Yes, the given summary does contain the context of the sentence you provided.', 'No, the summary does not contain the context of the sentence provided.']","[4, 4, 1]",3.0,3.75
"[""sir bradley wiggins will bid for cycling 's hour record on june 7 at london 's olympic velodrome . the four-time olympic champion and 2012 tour de france winner , who is 35 on april 28 , will attempt to add to his accomplishments by riding the furthest distance in 60 minutes at the lee valley velopark . ` the hour record is a holy grail for cyclists , ' wiggins said ."", ""sir bradley wiggins will bid for cycling 's hour record on june 7 at london 's olympic velodrome . the four-time olympic champion and 2012 tour de france winner , who is 35 on april 28 , will attempt to add to his accomplishments by riding the furthest distance in 60 minutes at the lee valley velopark . ` the hour record is a holy grail for cyclists , ' wiggins said ."", ""sir bradley wiggins will bid for cycling 's hour record on june 7 at london 's olympic velodrome . the four-time olympic champion and 2012 tour de france winner , who is 35 on april 28 , will attempt to add to his accomplishments by riding the furthest distance in 60 minutes at the lee valley velopark . ` the hour record is a holy grail for cyclists , ' wiggins said .""]","[""1. Sir Bradley Wiggins to attempt cycling's hour record on June 7 at London's Olympic Velodrome."", '2. Four-time Olympic champion and 2012 Tour de France winner, who finished his Team Sky career on April 28.', '3. Wiggins aims to add to his accomplishments by riding the furthest distance in 60 minutes at the Lee Valley VeloPark.']","[""Sir Bradley Wiggins, a four-time Olympic champion and 2012 Tour de France winner, is set to bid for cycling's hour record on June 7 at London's Olympic Velodrome. This will be a significant achievement in his career, as he aims to add to his accomplishments by breaking the existing distance record in 60 minutes. Cyclists consider the hour record as a holy grail, highlighting its significant achievement within the sport."", 'Sir Bradley Wiggins is a well-accomplished cyclist with four Olympic championships and a win in the 2012 Tour de France, retiring from his Team Sky career on April 28.', 'Sir Bradley Wiggins targets to achieve a significant achievement in cycling by aiming to ride the farthest distance in an hour at the Lee Valley VeloPark, adding to his previous accomplishments.']","[""No, the context of the given sentence is not entirely present in the summary. The summary provides an overview of the event but does not explain the context or significance of Sir Bradley Wiggins attempting cycling's hour record in detail."", ""Yes, the summary does contain the context of the given sentence because both mention Sir Bradley Wiggins' numerous cycling achievements, including four Olympic championships, a Tour de France victory, and his retirement from Team Sky on April 28."", 'Yes, the summary contains the context of the sentence.']","[2, 4, 4]",3.3333333333333335,4.75
"['nigel pearson has urged leicester to keep their cool and ignore their relegation rivals . the foxes host swansea on saturday just three points from safety in the barclays premier league . jamie vardy scored an injury-time winner against west brom on saturday .', 'nigel pearson has urged leicester to keep their cool and ignore their relegation rivals . the foxes host swansea on saturday just three points from safety in the barclays premier league . jamie vardy scored an injury-time winner against west brom on saturday .', 'nigel pearson has urged leicester to keep their cool and ignore their relegation rivals . the foxes host swansea on saturday just three points from safety in the barclays premier league . jamie vardy scored an injury-time winner against west brom on saturday .']","['1. Boss Nigel Pearson urged Leicester to stay calm and focus on their own games.', '2. Leicester is three points from safety in the Premier League after back-to-back wins.', '3. Pearson wants his team to prioritize their own run-in and not worry about relegation rivals.']","['Nigel Pearson wants Leicester to remain composed and avoid getting distracted by their relegation rivals, staying focused on their upcoming match against Swansea.', 'Leicester is close to relegation with only 3 points from safety, but they recently had two consecutive wins, which could give them some hope for avoiding relegation.', 'The aspect focuses on Nigel Pearson, the manager of Leicester, urging his team to focus on their upcoming games and not let concerns about other teams sway their performance during their crucial relegation battle in the Barclays Premier League.']","['Yes, the summary contains the context of the given sentence.', 'Yes', 'Yes, the summary does contain the context of this sentence.']","[4, 4, 4]",4.0,3.91666666665
"[""manchester city are keen to sign anderlecht teenager evangelos patoulidis . the 14-year-old playmaker is regarded as one of the best talents to emerge . the belgian starlet rejected a move to barcelona 's la masia academy ."", ""manchester city are keen to sign anderlecht teenager evangelos patoulidis . the 14-year-old playmaker is regarded as one of the best talents to emerge . the belgian starlet rejected a move to barcelona 's la masia academy ."", ""manchester city are keen to sign anderlecht teenager evangelos patoulidis . the 14-year-old playmaker is regarded as one of the best talents to emerge . the belgian starlet rejected a move to barcelona 's la masia academy .""]","[""1. Manchester City aims to sign Anderlecht's 14-year-old playmaker Evangelos Patoulidis."", ""2. Patoulidis is considered a top talent emerging from Anderlecht's youth setup and has interests from Arsenal and Barcelona."", ""3. Patoulidis rejected a move to Barcelona's academy at age 12, as he wanted to continue studies; however, he impresses and has attracted Manchester City's interest.""]","[""Manchester City, seeking to acquire promising young talent, focuses on signing 14-year-old playmaker Evangelos Patoulidis from Anderlecht, whose impressive skills have already attracted attention from Barcelona's academy."", ""Manchester City is targeting the 14-year-old playmaker Evangelos Patoulidis from Anderlecht, known for his exceptional skills. The youngster opted against a move to Barcelona's La Masia academy even though he had offers from other top European clubs like Arsenal and Barcelona as well."", ""Despite early rejection of Barcelona's academy, teenager Evangelos Patoulidis, now 14, has impressed significantly and caught Manchester City's interest due to his exceptional talent.""]","['Yes, the summary contains the context of this sentence.', 'Yes, the summary does contain the context of the mentioned sentence.', 'Yes, the summary does contain the context of that sentence.']","[4, 4, 4]",4.0,4.33333333335
"['esteban cambiasso says keeping leicester in the premier league would be up there with the best achievements of his career . the foxes are currently seven points adrift at the bottom of the table, with only eight games remaining . leicester face west ham united at upton park on saturday .', 'esteban cambiasso says keeping leicester in the premier league would be up there with the best achievements of his career . the foxes are currently seven points adrift at the bottom of the table, with only eight games remaining . leicester face west ham united at upton park on saturday .', 'esteban cambiasso says keeping leicester in the premier league would be up there with the best achievements of his career . the foxes are currently seven points adrift at the bottom of the table, with only eight games remaining . leicester face west ham united at upton park on saturday .']","['1. Cambiasso won all major European competitions but claims keeping Leicester in the Premier League would be an achievement.', '2. Leicester is seven points adrift at the bottom of the table with only eight games remaining.', '3. Cambiasso believes Leicester still has a chance to avoid relegation as they have matches left to win.']","['Cambiasso has won many prestigious European competitions, but he believes keeping Leicester in the Premier League would be a significant accomplishment.', '""Leicester\'s struggling position as they are seven points adrift at the bottom of the table with only eight games remaining highlights their ongoing challenge to stay in the Premier League.""', 'Esteban Cambiasso believes that Leicester City still has a chance to avoid relegation, as they have matches left to win despite currently being at the bottom of the table with only eight games remaining.']","['No, the summary does not contain the context of the sentence as it is written.', ""Yes, the summary contains the context of the given sentence. Esteban Cambiasso's statement emphasizes Leicester's challenging situation, and the summary does a good job of conveying this information."", 'Yes, the summary contains the context of that sentence.']","[1, 4, 4]",3.0,4.333333333325
"[""chipotle has decided to tap into the $ 70 billion food delivery market by teaming up with an app to bring burritos straight to customers ' doors . the fast-casual chain will work with the postmates app to begin offering delivery for online and mobile orders in 67 cities . the restaurant plans to add a nine per cent service charge - with the delivery fees for postmates beginning at $ 5 and up depending on distance and demand ."", ""chipotle has decided to tap into the $ 70 billion food delivery market by teaming up with an app to bring burritos straight to customers ' doors . the fast-casual chain will work with the postmates app to begin offering delivery for online and mobile orders in 67 cities . the restaurant plans to add a nine per cent service charge - with the delivery fees for postmates beginning at $ 5 and up depending on distance and demand ."", ""chipotle has decided to tap into the $ 70 billion food delivery market by teaming up with an app to bring burritos straight to customers ' doors . the fast-casual chain will work with the postmates app to begin offering delivery for online and mobile orders in 67 cities . the restaurant plans to add a nine per cent service charge - with the delivery fees for postmates beginning at $ 5 and up depending on distance and demand .""]","['1. Mexican restaurant Chipotle partners with Postmates to offer delivery in 67 cities, adding a 9% service charge.', '2. Chipotle rejects previous offers for delivery, but accepts Postmates collaboration, following success and presidential candidate visits.', ""3. Chipotle joins other franchises in the delivery market, with competition from McDonald's, Starbucks, Taco Bell, and Burger King.""]","['Chipotle, a Mexican restaurant, has partnered with Postmates to provide delivery services in 67 cities with an additional 9% service charge. The delivery fees will vary depending on the demand and distance.', 'In recent years, Chipotle has rejected prior delivery service offers. However, with the success of their own online ordering and the visits of presidential candidates, the company has now decided to collaborate with Postmates to start offering delivery in 67 cities. This decision is seen as an attempt to tap into the $70 billion food delivery market and enhance customer access to their popular burritos. By adding a nine percent service charge for delivery with varying fees depending on distance and demand, the company also aims to maintain control of its operations during this pivotal moment in their evolution.', ""Chipotle is expanding its services by partnering with Postmates app to deliver burritos in 67 cities, joining competitors like McDonald's, Starbucks, Taco Bell, and Burger King already offering delivery services.""]","['Yes', 'Yes, the summary accurately captures the context of the sentence.', 'Yes, the summary contains the context of this sentence.']","[4, 4, 4]",4.0,4.75
